_key,league,date,reason
2024|LCK|LOLTMNT02_111684,LCK,2024-06-21 11:36:00,eligible
2024|LCK|LOLTMNT02_110815,LCK,2024-06-21 12:37:20,eligible
2024|LCK|LOLTMNT02_112272,LCK,2024-06-22 06:08:15,eligible
2024|LCK|LOLTMNT02_113368,LCK,2024-06-22 06:58:21,eligible
2024|LCK|LOLTMNT02_112296,LCK,2024-06-22 07:47:44,eligible
2024|LCK|LOLTMNT02_113473,LCK,2024-06-22 09:23:20,eligible
2024|LCK|LOLTMNT02_112437,LCK,2024-06-22 10:30:57,eligible
2024|LCK|LOLTMNT02_115076,LCK,2024-06-23 06:05:32,eligible
2024|LCK|LOLTMNT02_114102,LCK,2024-06-23 06:51:12,eligible
2024|LCK|LOLTMNT02_115135,LCK,2024-06-23 08:36:33,eligible
2024|LCK|LOLTMNT02_115161,LCK,2024-06-23 09:23:33,eligible
2024|LCK|LOLTMNT02_122032,LCK,2024-06-26 08:05:03,eligible
2024|LCK|LOLTMNT02_122043,LCK,2024-06-26 09:00:14,eligible
2024|LCK|LOLTMNT02_121098,LCK,2024-06-26 10:36:36,eligible
2024|LCK|LOLTMNT02_121147,LCK,2024-06-26 11:31:30,eligible
2024|LCK|LOLTMNT02_121685,LCK,2024-06-27 08:08:58,eligible
2024|LCK|LOLTMNT02_122697,LCK,2024-06-27 08:58:13,eligible
2024|LCK|LOLTMNT02_122734,LCK,2024-06-27 10:36:09,eligible
2024|LCK|LOLTMNT02_121766,LCK,2024-06-27 11:27:13,eligible
2024|LCK|LOLTMNT02_121789,LCK,2024-06-27 12:26:17,eligible
2024|LCK|LOLTMNT02_123240,LCK,2024-06-28 08:06:59,eligible
2024|LCK|LOLTMNT02_124259,LCK,2024-06-28 09:00:30,eligible
2024|LCK|LOLTMNT02_124329,LCK,2024-06-28 10:53:41,eligible
2024|LCK|LOLTMNT02_124348,LCK,2024-06-28 11:36:14,eligible
2024|LCK|LOLTMNT02_127393,LCK,2024-06-29 06:07:20,eligible
2024|LCK|LOLTMNT02_127404,LCK,2024-06-29 07:41:49,eligible
2024|LCK|LOLTMNT02_129445,LCK,2024-06-29 08:34:37,eligible
2024|LCK|LOLTMNT02_127490,LCK,2024-06-29 10:02:59,eligible
2024|LCK|LOLTMNT02_127527,LCK,2024-06-29 10:53:46,eligible
2024|LCK|LOLTMNT02_127882,LCK,2024-06-30 06:08:47,eligible
2024|LCK|LOLTMNT02_127890,LCK,2024-06-30 07:04:08,eligible
2024|LCK|LOLTMNT02_127929,LCK,2024-06-30 08:52:23,eligible
2024|LCK|LOLTMNT02_129922,LCK,2024-06-30 10:04:17,eligible
2024|LCK|LOLTMNT02_129943,LCK,2024-06-30 10:53:58,eligible
2024|LCK|LOLTMNT03_115479,LCK,2024-07-10 08:06:47,eligible
2024|LCK|LOLTMNT03_116496,LCK,2024-07-10 08:53:26,eligible
2024|LCK|LOLTMNT03_116507,LCK,2024-07-10 09:45:03,eligible
2024|LCK|LOLTMNT03_115546,LCK,2024-07-10 11:16:56,eligible
2024|LCK|LOLTMNT03_116572,LCK,2024-07-10 12:09:45,eligible
2024|LCK|LOLTMNT03_117142,LCK,2024-07-11 08:07:35,eligible
2024|LCK|LOLTMNT03_118135,LCK,2024-07-11 09:01:38,eligible
2024|LCK|LOLTMNT03_118169,LCK,2024-07-11 10:38:24,eligible
